"AGENCY 0","DATA 0","DATA TYPE 0","LOCATION 0","LOCATION TYPE 0","SOURCE 0","SOURCE TYPE 0","SUBJECT 0","TIME 0","TIME TYPE 0"
"National Centers for Environmental Information","-0.7963817268168425","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1971-08","ISO_DATE"
"National Centers for Environmental Information","-1.2827028480444145","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1906-03","ISO_DATE"
"National Centers for Environmental Information","0.014722902862803762","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2017-11","ISO_DATE"
"National Centers for Environmental Information","0.8789782362745641","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2016-07","ISO_DATE"
"National Centers for Environmental Information","-1.824591355786279","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1903-06","ISO_DATE"
"National Centers for Environmental Information","0.9026925328939647","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1933-05","ISO_DATE"
"National Centers for Environmental Information","1.3355248716944046","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1933-09","ISO_DATE"
"National Centers for Environmental Information","0.30005169926833947","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1921-05","ISO_DATE"
"National Centers for Environmental Information","-0.34221676310940663","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1920-06","ISO_DATE"
"National Centers for Environmental Information","1.6737578407488332","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1931-12","ISO_DATE"
"National Centers for Environmental Information","0.6164391495827451","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1985-03","ISO_DATE"
"National Centers for Environmental Information","0.3317696378802149","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1985-05","ISO_DATE"
"National Centers for Environmental Information","-1.6431222309869669","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1976-08","ISO_DATE"
"National Centers for Environmental Information","0.5270677614591145","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1997-03","ISO_DATE"
"National Centers for Environmental Information","-0.1304489641555677","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1997-06","ISO_DATE"
"National Centers for Environmental Information","-0.5880505818641607","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1952-05","ISO_DATE"
"National Centers for Environmental Information","1.5101530308190556","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1976-03","ISO_DATE"
"National Centers for Environmental Information","-0.5453888960244574","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1975-03","ISO_DATE"
"National Centers for Environmental Information","1.1112787718600485","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1999-02","ISO_DATE"
"National Centers for Environmental Information","0.1318200512202893","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1986-07","ISO_DATE"
"National Centers for Environmental Information","-1.5284741653843994","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1932-03","ISO_DATE"
"National Centers for Environmental Information","-0.5900745900862736","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1930-03","ISO_DATE"
"National Centers for Environmental Information","0.7188381227507464","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2003-08","ISO_DATE"
"National Centers for Environmental Information","0.28575739847829845","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1933-02","ISO_DATE"
"National Centers for Environmental Information","0.5397639749034515","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1931-02","ISO_DATE"
"National Centers for Environmental Information","0.2672386468422497","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1921-12","ISO_DATE"
"National Centers for Environmental Information","-1.3492811085491612","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1984-05","ISO_DATE"
"National Centers for Environmental Information","-0.1587541102657212","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1965-02","ISO_DATE"
"National Centers for Environmental Information","1.0017062935175358","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1899-10","ISO_DATE"
"National Centers for Environmental Information","1.4922886364977788","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1949-02","ISO_DATE"
"National Centers for Environmental Information","0.34925904258458634","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1948-02","ISO_DATE"
"National Centers for Environmental Information","-0.25750964352786987","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1945-06","ISO_DATE"
"National Centers for Environmental Information","-0.7302689072223174","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1900-02","ISO_DATE"
"National Centers for Environmental Information","1.7300669312791632","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2015-09","ISO_DATE"
"National Centers for Environmental Information","-0.7091016925202217","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1929-02","ISO_DATE"
"National Centers for Environmental Information","-0.9556502403675113","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2014-11","ISO_DATE"
"National Centers for Environmental Information","1.3095720687305392","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1944-06","ISO_DATE"
"National Centers for Environmental Information","0.23855693479947251","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2013-07","ISO_DATE"
"National Centers for Environmental Information","-0.7214222402774366","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2013-11","ISO_DATE"
"National Centers for Environmental Information","-0.08165371593806948","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1917-07","ISO_DATE"
"National Centers for Environmental Information","1.2672185089397738","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1967-06","ISO_DATE"
"National Centers for Environmental Information","-0.6766396321878625","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1950-09","ISO_DATE"
"National Centers for Environmental Information","-1.5188174724042043","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1976-12","ISO_DATE"
"National Centers for Environmental Information","0.16602595437980797","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1966-06","ISO_DATE"
"National Centers for Environmental Information","0.7937986794304369","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1968-04","ISO_DATE"
"National Centers for Environmental Information","-0.2945511014028692","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1965-01","ISO_DATE"
"National Centers for Environmental Information","0.25126244113279894","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1964-01","ISO_DATE"
"National Centers for Environmental Information","-1.081617224766245","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1965-03","ISO_DATE"
"National Centers for Environmental Information","0.6032656190097408","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1919-02","ISO_DATE"
"National Centers for Environmental Information","-0.03877180203304808","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1996-08","ISO_DATE"
"National Centers for Environmental Information","1.0854794747031529","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1946-11","ISO_DATE"
"National Centers for Environmental Information","-0.36664611977719597","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1943-03","ISO_DATE"
"National Centers for Environmental Information","-0.4695413939336539","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1916-04","ISO_DATE"
"National Centers for Environmental Information","0.3493343315629126","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1916-11","ISO_DATE"
"National Centers for Environmental Information","0.2324412844936377","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1943-01","ISO_DATE"
"National Centers for Environmental Information","-0.4695413939336539","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1951-04","ISO_DATE"
"National Centers for Environmental Information","0.7634034124439082","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1975-08","ISO_DATE"
"National Centers for Environmental Information","-1.4241062405476632","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1950-11","ISO_DATE"
"National Centers for Environmental Information","-1.8030670269290816","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1975-04","ISO_DATE"
"National Centers for Environmental Information","1.3095720687305392","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1952-06","ISO_DATE"
"National Centers for Environmental Information","-2.254308365773241","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1978-02","ISO_DATE"
"National Centers for Environmental Information","0.20489788343271523","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1950-05","ISO_DATE"
"National Centers for Environmental Information","0.25073307396134475","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1908-06","ISO_DATE"
"National Centers for Environmental Information","-0.5289899886578593","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1908-08","ISO_DATE"
"National Centers for Environmental Information","-0.4560175079008267","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1956-03","ISO_DATE"
"National Centers for Environmental Information","-0.34221676310940663","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1956-06","ISO_DATE"
"National Centers for Environmental Information","-0.7374179202338806","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1955-12","ISO_DATE"
"National Centers for Environmental Information","0.5277661749218783","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1953-10","ISO_DATE"
"National Centers for Environmental Information","0.5858949584833664","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1926-09","ISO_DATE"
"National Centers for Environmental Information","-0.6481151142715574","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1925-12","ISO_DATE"
"National Centers for Environmental Information","-0.8288119009923443","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1990-07","ISO_DATE"
"National Centers for Environmental Information","0.4939133093079022","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2005-10","ISO_DATE"
"National Centers for Environmental Information","0.9283900306136268","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1953-06","ISO_DATE"
"National Centers for Environmental Information","-1.0003837838185374","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1989-05","ISO_DATE"
"National Centers for Environmental Information","-0.06764687551646041","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1988-12","ISO_DATE"
"National Centers for Environmental Information","-0.005918130893771604","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1987-09","ISO_DATE"
"National Centers for Environmental Information","0.9283900306136268","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1987-06","ISO_DATE"
"National Centers for Environmental Information","0.516640045912967","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1922-11","ISO_DATE"
"National Centers for Environmental Information","-0.7754434592027565","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1923-07","ISO_DATE"
"National Centers for Environmental Information","-0.6794459782099043","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2005-03","ISO_DATE"
"National Centers for Environmental Information","0.7726033366265096","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2005-02","ISO_DATE"
"National Centers for Environmental Information","0.8075387170583405","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1987-05","ISO_DATE"
"National Centers for Environmental Information","1.8322395988223192","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1937-01","ISO_DATE"
"National Centers for Environmental Information","-0.22225575437200984","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2021-02","ISO_DATE"
"National Centers for Environmental Information","0.8013293512413246","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1922-06","ISO_DATE"
"National Centers for Environmental Information","0.7728390787991002","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1905-03","ISO_DATE"
"National Centers for Environmental Information","0.1518986929401285","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1904-09","ISO_DATE"
"National Centers for Environmental Information","-0.6145107642686054","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2018-01","ISO_DATE"
"National Centers for Environmental Information","0.504854432705949","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1906-06","ISO_DATE"
"National Centers for Environmental Information","-0.012233751815454863","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1903-01","ISO_DATE"
"National Centers for Environmental Information","-0.6927665172527186","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1904-12","ISO_DATE"
"National Centers for Environmental Information","-0.23808763148538623","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2016-01","ISO_DATE"
"National Centers for Environmental Information","-0.5893783903393146","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1979-10","ISO_DATE"
"National Centers for Environmental Information","-0.9617599120930463","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1978-10","ISO_DATE"
"National Centers for Environmental Information","0.3452938183786557","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1980-07","ISO_DATE"
"National Centers for Environmental Information","1.2525573288017013","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2002-07","ISO_DATE"
"National Centers for Environmental Information","0.40183169424608606","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1999-01","ISO_DATE"
"National Centers for Environmental Information","-1.6551771166232054","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1980-06","ISO_DATE"
"National Centers for Environmental Information","0.5270677614591145","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2002-03","ISO_DATE"
"National Centers for Environmental Information","-0.30616354019203773","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1979-08","ISO_DATE"
"National Centers for Environmental Information","-0.22389193522396866","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1979-04","ISO_DATE"
"National Centers for Environmental Information","-0.7072511474305126","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1950-08","ISO_DATE"
"National Centers for Environmental Information","0.07845160943070151","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1951-07","ISO_DATE"
"National Centers for Environmental Information","-1.6626959076664054","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1950-04","ISO_DATE"
"National Centers for Environmental Information","-2.561785098128035","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1976-11","ISO_DATE"
"National Centers for Environmental Information","0.33421575131399267","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1978-12","ISO_DATE"
"National Centers for Environmental Information","1.4076197776893944","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2000-02","ISO_DATE"
"National Centers for Environmental Information","-0.6766396321878625","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2000-09","ISO_DATE"
"National Centers for Environmental Information","-0.5963381218540109","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1950-06","ISO_DATE"
